,Cidade,Competências,Descrição_da_empresa,Empresa,Estado,Nome_da_vaga,Termo_pesquisado,Latitude,Longitude
32,sao paulo,"responsavel pelo pesquisa, gerenciamento e organizacao de dados. com o desafio de desenhar, arquitetar, treinar e desenvolver modelos de machine learning desde os mais simples (knn, clustering) ate algoritmos mais complexos como redes neurais, nlp e deep learning. capacidade em transmitir ideias complexas para diversos tipos de publicos. desejavel vivencia em mercado financeiro tradicional e/ou de criptomoedas. ensino superior completo em matematica, fisica, engenharia, ciencias da computacao ou areas correlatas. pos-graduacao, mba, mestrado, doutorado e /ou pos-doutorado serao considerados como diferenciais.",,,SP,vaga de cientista de dados - inteligencia artificial em sao paulo - sp,cientista de dados,-23.5506507,-46.6333824
33,campinas,"atuar com mineracao de dados (data mining), estatistica, ms excel, programacao vba sql, mathlab ou outra ferramenta de analise de dados. ensino superior em estatistica, ciencia da computacao/sistemas de informacao/engenharia da computacao ou similares.",,,SP,vaga de cientista de dados em campinas - sp,cientista de dados,-22.90556,-47.06083
34,ribeirao preto,"mindset empreendedor, ter postura de dono e ser responsavel pela entrega dos projetos; ser adaptavel, aprender rapido, entender o contexto da ""big picture"", e conseguir aplicar abordagens ?out of the box? para atingir seus objetivos; projetar e implementar modelos de aprendizado alem de acompanhar os desenvolvedores menos experientes durante o desenvolvimento do produto; utilizar tecnicas de exploracao de dados para descobrir novas questoes ou oportunidades dentro de sua area de problema e propor aplicabilidade; desenvolver com alto padrao focado em entregas de software de qualidade com cobertura de codigo, testes automatizados, integracao continua, etc?; desenvolver e executar planos de testes para validacao de aplicacoes e revisar o resultado dos testes; servir como lider de projeto ou lider tecnico durante a decorrer de projetos; apoiar desenvolvedores menos experientes a atingir seus objetivos respeitando sempre os requisitos de engenharia, arquitetura e de qualidade. experiencia em ciencia de dados e com programacao python. mestrado em areas voltadas para aprendizagem de maquina. formacao de ensino superior em ciencia da computacao ou equivalente. ingles tecnico para leitura e escrita. experiencia com o.s. linux/unix. experiencia com a plataforma docker (images, containers). experiencia com aws (s3, ec2, ecs, sqs, cloudwatch?). python (numpy, scipy, pandas, psycopg2, sklearn, keras, tensorflow). sql e nosql databases (postgres, sql server, redshift). experiencia com ferramentas de gerenciamento de workflow (airflow, luigi). experiencia em inferencia estatistica. experiencia em aprendizado de maquina (supervisionado e nao- supervisionado). experiencia em modelagem de features (feature engineering, feature selection, feature weighting). experiencia em sistemas de recomendacao.",,,SP,vaga de cientista de dados pleno em ribeirao preto - sp,cientista de dados,-21.178333,-47.8066671
35,ribeirao preto,projetar e implementar modelos de aprendizado alem de acompanhar os desenvolvedores menos experientes durante o desenvolvimento do produto. utilizar tecnicas de exploracao de dados para descobrir novas questoes ou oportunidades dentro de sua area de problema e propor aplicabilidade. experiencia em ciencia de dados e com programacao python,,,SP,vaga de cientista de dados senior em ribeirao preto - sp,cientista de dados,-21.178333,-47.8066671
36,sao paulo,"o cientista de dados e uma funcao na area de ti e reporta-se diretamente ao gerente global da a&s. ele desempenhara um papel fundamental no planejamento, execucao e entrega de projetos baseados em aprendizado de maquina. a maior parte do trabalho sera em modelagem de aprendizado de maquina (ml), gerenciamento e analise de problemas, exploracao e preparacao de dados, coleta e integracao de dados bem como sua operacionalizacao. o cientista de dados sera uma interface-chave entre a area comercial e industrial (principalmente) e a equipe de ti / a&s, a (s) unidade (s) de negocio e varios outros departamentos. lancamento de projetos significativos de ciencia de dados. gerenciar projetos (todos os portes) de ciencia de dados e equipes diversas. projetos na aplicacao de ml e ciencia de dados a funcoes de negocios tais como automacao de call center, otimizacao de sites, analises de risco financeiro, logistica, fabricacao, emprestimos, seguros, analises de jornadas de clientes, marketing analise, avaliacao de qualidade, automacao de producao, plataformas de e-commerce, logistica de armazem, controle de robo fisico, controle de processo, marketing de destino, gerenciamento de rotatividade, etc.. experiencia com linguagens de programacao de bancos de dados populares, incluindo (sql, pl / sql, outros) para bancos de dados relacionais e futuros bancos de dados nao relacionais, como bancos de dados orientados a nosql / hadoop, como mongodb, cassandra e outros. experiencia de trabalho em varios ambientes de implementacao, incluindo (nuvem, local e hibrido), varios sistemas operacionais e tecnicas de conteiner, como (docker, kubernetes, aws elastic container service e outros). experiencia em projetos relevantes de ciencias de dados bem sucedidos (lancando, planejando, executando), preferencialmente nos dominios de modelagem de risco, previsao de comportamento do cliente, avaliacao de qualidade e automacao de fabrica. conhecimento em metodologias ageis e bem versados na aplicacao dos metodos devops / mlops para a construcao de pipelines de ml e data science. ensino superior em ciencia da computacao, ciencia de dados, pesquisa operacional, estatistica, matematica aplicada, ou outras areas correlatas. conhecimento e experiencia para codificar em varias linguagens: por exemplo, r, python / jupyter, sas, java, scala, c ++, excel, matlab, etc.. experiencia com ferramentas distribuidas de dados / computacao: mapreduce, hadoop, hive, kafka, tambem mysql. ingles fluente / avancado. conhecimento de linguagem abap / bw. analise de texto, reconhecimento de imagem, analise de graficos ou outras tecnicas especializadas de ml, como aprendizagem profunda, etc..",,,SP,vaga de cientista de dados em sao paulo - sp,cientista de dados,-23.5506507,-46.6333824
37,sao paulo,"responsavel pelo pesquisa, gerenciamento e organizacao de dados. com o desafio de desenhar, arquitetar, treinar e desenvolver modelos de machine learning desde os mais simples (knn, clustering) ate algoritmos mais complexos como redes neurais, nlp e deep learning. capacidade em transmitir ideias complexas para diversos tipos de publicos. desejavel vivencia em mercado financeiro tradicional e/ou de criptomoedas. ensino superior completo em matematica, fisica, engenharia, ciencias da computacao ou areas correlatas. pos-graduacao, mba, mestrado, doutorado e /ou pos-doutorado serao considerados como diferenciais.",,,SP,vaga de cientista de dados - inteligencia artificial em sao paulo - sp,cientista de dados,-23.5506507,-46.6333824
38,campinas,"atuar com mineracao de dados (data mining), estatistica, ms excel, programacao vba sql, mathlab ou outra ferramenta de analise de dados. ensino superior em estatistica, ciencia da computacao/sistemas de informacao/engenharia da computacao ou similares.",,,SP,vaga de cientista de dados em campinas - sp,cientista de dados,-22.90556,-47.06083
39,ribeirao preto,"mindset empreendedor, ter postura de dono e ser responsavel pela entrega dos projetos; ser adaptavel, aprender rapido, entender o contexto da ""big picture"", e conseguir aplicar abordagens ?out of the box? para atingir seus objetivos; projetar e implementar modelos de aprendizado alem de acompanhar os desenvolvedores menos experientes durante o desenvolvimento do produto; utilizar tecnicas de exploracao de dados para descobrir novas questoes ou oportunidades dentro de sua area de problema e propor aplicabilidade; desenvolver com alto padrao focado em entregas de software de qualidade com cobertura de codigo, testes automatizados, integracao continua, etc?; desenvolver e executar planos de testes para validacao de aplicacoes e revisar o resultado dos testes; servir como lider de projeto ou lider tecnico durante a decorrer de projetos; apoiar desenvolvedores menos experientes a atingir seus objetivos respeitando sempre os requisitos de engenharia, arquitetura e de qualidade. experiencia em ciencia de dados e com programacao python. mestrado em areas voltadas para aprendizagem de maquina. formacao de ensino superior em ciencia da computacao ou equivalente. ingles tecnico para leitura e escrita. experiencia com o.s. linux/unix. experiencia com a plataforma docker (images, containers). experiencia com aws (s3, ec2, ecs, sqs, cloudwatch?). python (numpy, scipy, pandas, psycopg2, sklearn, keras, tensorflow). sql e nosql databases (postgres, sql server, redshift). experiencia com ferramentas de gerenciamento de workflow (airflow, luigi). experiencia em inferencia estatistica. experiencia em aprendizado de maquina (supervisionado e nao- supervisionado). experiencia em modelagem de features (feature engineering, feature selection, feature weighting). experiencia em sistemas de recomendacao.",,,SP,vaga de cientista de dados pleno em ribeirao preto - sp,cientista de dados,-21.178333,-47.8066671
40,ribeirao preto,projetar e implementar modelos de aprendizado alem de acompanhar os desenvolvedores menos experientes durante o desenvolvimento do produto. utilizar tecnicas de exploracao de dados para descobrir novas questoes ou oportunidades dentro de sua area de problema e propor aplicabilidade. experiencia em ciencia de dados e com programacao python,,,SP,vaga de cientista de dados senior em ribeirao preto - sp,cientista de dados,-21.178333,-47.8066671
41,sao paulo,"o cientista de dados e uma funcao na area de ti e reporta-se diretamente ao gerente global da a&s. ele desempenhara um papel fundamental no planejamento, execucao e entrega de projetos baseados em aprendizado de maquina. a maior parte do trabalho sera em modelagem de aprendizado de maquina (ml), gerenciamento e analise de problemas, exploracao e preparacao de dados, coleta e integracao de dados bem como sua operacionalizacao. o cientista de dados sera uma interface-chave entre a area comercial e industrial (principalmente) e a equipe de ti / a&s, a (s) unidade (s) de negocio e varios outros departamentos. lancamento de projetos significativos de ciencia de dados. gerenciar projetos (todos os portes) de ciencia de dados e equipes diversas. projetos na aplicacao de ml e ciencia de dados a funcoes de negocios tais como automacao de call center, otimizacao de sites, analises de risco financeiro, logistica, fabricacao, emprestimos, seguros, analises de jornadas de clientes, marketing analise, avaliacao de qualidade, automacao de producao, plataformas de e-commerce, logistica de armazem, controle de robo fisico, controle de processo, marketing de destino, gerenciamento de rotatividade, etc.. experiencia com linguagens de programacao de bancos de dados populares, incluindo (sql, pl / sql, outros) para bancos de dados relacionais e futuros bancos de dados nao relacionais, como bancos de dados orientados a nosql / hadoop, como mongodb, cassandra e outros. experiencia de trabalho em varios ambientes de implementacao, incluindo (nuvem, local e hibrido), varios sistemas operacionais e tecnicas de conteiner, como (docker, kubernetes, aws elastic container service e outros). experiencia em projetos relevantes de ciencias de dados bem sucedidos (lancando, planejando, executando), preferencialmente nos dominios de modelagem de risco, previsao de comportamento do cliente, avaliacao de qualidade e automacao de fabrica. conhecimento em metodologias ageis e bem versados na aplicacao dos metodos devops / mlops para a construcao de pipelines de ml e data science. ensino superior em ciencia da computacao, ciencia de dados, pesquisa operacional, estatistica, matematica aplicada, ou outras areas correlatas. conhecimento e experiencia para codificar em varias linguagens: por exemplo, r, python / jupyter, sas, java, scala, c ++, excel, matlab, etc.. experiencia com ferramentas distribuidas de dados / computacao: mapreduce, hadoop, hive, kafka, tambem mysql. ingles fluente / avancado. conhecimento de linguagem abap / bw. analise de texto, reconhecimento de imagem, analise de graficos ou outras tecnicas especializadas de ml, como aprendizagem profunda, etc..",,,SP,vaga de cientista de dados em sao paulo - sp,cientista de dados,-23.5506507,-46.6333824
